seriesAcronym,acronym,city,country,startDate,endDate,year,url
APN,APN 2014,Tunis,Tunisia,2014-06-23,2014-06-27,2014,http://portal.confref.org/list/apn2014
ADAEUROPE,ADAEUROPE 2014,Paris,France,2014-06-23,2014-06-27,2014,http://portal.confref.org/list/adaeurope2014
ACSD,ACSD 2014,Tunis La Marsa,Tunisia,2014-06-23,2014-06-27,2014,http://portal.confref.org/list/acsd2014
VAMR,VAMR 2014,"Heraklion, Crete",Greece,2014-06-22,2014-06-27,2014,http://portal.confref.org/list/vmr2014
UAHCI,UAHCI 2014,"Heraklion, Crete",Greece,2014-06-22,2014-06-27,2014,http://portal.confref.org/list/uahci2014
SUPERCOMPUTER,SUPERCOMPUTER 2014,Leipzig,Germany,2014-06-22,2014-06-26,2014,http://portal.confref.org/list/supercomputer2014
SPAWC,SPAWC 2014,Toronto,Canada,2014-06-22,2014-06-25,2014,http://portal.confref.org/list/spawc2014
SIGMOD,SIGMOD 2014,Snowbird,United States of America,2014-06-22,2014-06-27,2014,http://portal.confref.org/list/sigmod2014
PODS,PODS 2014,Snowbird,United States of America,2014-06-22,2014-06-27,2014,http://portal.confref.org/list/pods2014
SCSM,SCSM 2014,"Heraklion, Crete",Greece,2014-06-22,2014-06-27,2014,http://portal.confref.org/list/ocsc2014
NEWCAS,NEWCAS 2014,Trois-Rivieres,Canada,2014-06-22,2014-06-25,2014,http://portal.confref.org/list/newcas2014
LCT,LCT 2014,"Heraklion, Crete",Greece,2014-06-22,2014-06-27,2014,http://portal.confref.org/list/lct2014
IEEESAM,IEEESAM 2014,A Coruna,Spain,2014-06-22,2014-06-25,2014,http://portal.confref.org/list/ieeesam2014
DHM,DHM 2014,"Heraklion, Crete",Greece,2014-06-22,2014-06-27,2014,http://portal.confref.org/list/icdhm2014
HIMI,HIMI 2014,"Heraklion, Crete",Greece,2014-06-22,2014-06-27,2014,http://portal.confref.org/list/himi2014
HCIB,HCIB 2014,"Heraklion, Crete",Greece,2014-06-22,2014-06-27,2014,http://portal.confref.org/list/hcib2014
HCI,HCI 2014,"Heraklion, Crete",Greece,2014-06-22,2014-06-27,2014,http://portal.confref.org/list/hci2014
HAS,HAS 2014,"Heraklion, Crete",Greece,2014-06-22,2014-06-27,2014,http://portal.confref.org/list/has2014
GRADES,GRADES 2014,Snowbird,United States of America,2014-06-22,2014-06-22,2014,http://portal.confref.org/list/grades2014
EPCE,EPCE 2014,"Heraklion, Crete",Greece,2014-06-22,2014-06-27,2014,http://portal.confref.org/list/epce2014
DUXU,DUXU 2014,"Heraklion, Crete",Greece,2014-06-22,2014-06-27,2014,http://portal.confref.org/list/duxu2014
DAPI,DAPI 2014,"Heraklion, Crete",Greece,2014-06-22,2014-06-27,2014,http://portal.confref.org/list/dapi2014
CCD,CCD 2014,"Heraklion, Crete",Greece,2014-06-22,2014-06-27,2014,http://portal.confref.org/list/ccd2014
ADHOC-NOW,ADHOC-NOW 2014,Benidorm,Spain,2014-06-22,2014-06-27,2014,http://portal.confref.org/list/adhoc-now2014
ACL,ACL 2014,Baltimore,United States of America,2014-06-22,2014-06-27,2014,http://portal.confref.org/list/acl2014
AC,AC 2014,"Heraklion, Crete",Greece,2014-06-22,2014-06-27,2014,http://portal.confref.org/list/ac2014
NI,NI 2014,Taipei,Taiwan,2014-06-21,2014-06-25,2014,http://portal.confref.org/list/ni2014
ICML,ICML 2014,Beijing,People's Republic of China,2014-06-21,2014-06-26,2014,http://portal.confref.org/list/icml2014
AIPS,AIPS 2014,Portsmouth,USA,2014-06-21,2014-06-26,2014,http://portal.confref.org/list/aips2014
ACMDIS,ACMDIS 2014,Vancouver,Canada,2014-06-21,2014-06-25,2014,http://portal.confref.org/list/acmdis2014
WOWMOM,WOWMOM 2014,Sydney,Australia,2014-06-19,2014-06-19,2014,http://portal.confref.org/list/wowmom2014
USENIX,USENIX 2014,Philadelphia,United States of America,2014-06-19,2014-06-20,2014,http://portal.confref.org/list/usenix2014
SLATE,SLATE 2014,Bragança,Portugal,2014-06-19,2014-06-20,2014,http://portal.confref.org/list/slate2014
MIXDES,MIXDES 2014,Lviv,Ukraine,2014-06-19,2014-06-21,2014,http://portal.confref.org/list/mixdes2014
INLG,INLG 2014,Philadelphia,United States of America,2014-06-19,2014-06-21,2014,http://portal.confref.org/list/inlg2014
IGTA,IGTA 2014,Beijing,People's Republic of China,2014-06-19,2014-06-20,2014,http://portal.confref.org/list/igta2014
ELPUB,ELPUB 2014,Thessaloniki,Greece,2014-06-19,2014-06-20,2014,http://portal.confref.org/list/elpub2014
SIGDIAL,SIGDIAL 2014,Philadelphia,United States of America,2014-06-18,2014-06-20,2014,http://portal.confref.org/list/sigdial2014
SIES,SIES 2014,Pisa,Italy,2014-06-18,2014-06-20,2014,http://portal.confref.org/list/sies2014
NLDB,NLDB 2014,Montpellier,France,2014-06-18,2014-06-20,2014,http://portal.confref.org/list/nldb2014
LACL,LACL 2014,Toulouse,France,2014-06-18,2014-06-20,2014,http://portal.confref.org/list/lacl2014
IIMSS,IIMSS 2014,Chania,Greece,2014-06-18,2014-06-20,2014,http://portal.confref.org/list/iimss2014
ICCA,ICCA 2014,Taichung,Taiwan,2014-06-18,2014-06-20,2014,http://portal.confref.org/list/icca2014
ICAC,ICAC 2014,Philadelphia,United States of America,2014-06-18,2014-06-20,2014,http://portal.confref.org/list/icac2014
FDM,FDM 2014,Lozenetz,Bulgaria,2014-06-18,2014-06-23,2014,http://portal.confref.org/list/fdm2014
DGO,DGO 2014,Aguascalientes,Mexico,2014-06-18,2014-06-21,2014,http://portal.confref.org/list/dgo2014
CFI,CFI 2014,Tokyo,Japan,2014-06-18,2014-06-20,2014,http://portal.confref.org/list/cfi2014
CBMI,CBMI 2014,Klagenfurt,Austria,2014-06-18,2014-06-20,2014,http://portal.confref.org/list/cbmi2014
ASAP,ASAP 2014,Zürich,Switzerland,2014-06-18,2014-06-20,2014,http://portal.confref.org/list/asap2014
ISNCC,ISNCC 2014,Hammamet,Tunisia,2014-06-17,2014-06-19,2014,http://portal.confref.org/list/isncc2014
HOTSTORAGE,HOTSTORAGE 2014,Philadelphia,United States of America,2014-06-17,2014-06-18,2014,http://portal.confref.org/list/hotstorage2014
HOTCLOUD,HOTCLOUD 2014,Philadelphia,United States of America,2014-06-17,2014-06-18,2014,http://portal.confref.org/list/hotcloud2014
FEEDBACK,FEEDBACK 2014,Philadelphia,United States of America,2014-06-17,2014-06-17,2014,http://portal.confref.org/list/feedback2014
EICS,EICS 2014,Rome,Italy,2014-06-17,2014-06-20,2014,http://portal.confref.org/list/eics2014
ACMIDC,ACMIDC 2014,Aarhus,Denmark,2014-06-17,2014-06-20,2014,http://portal.confref.org/list/acmidc2014
WAIM,WAIM 2014,Macau,People's Republic of China,2014-06-16,2014-06-18,2014,http://portal.confref.org/list/waim2014
SIGMETRICS,SIGMETRICS 2014,Austin,United States of America,2014-06-16,2014-06-16,2014,http://portal.confref.org/list/sigmetrics2014
SFM,SFM 2014,Bertinoro,Italy,2014-06-16,2014-06-20,2014,http://portal.confref.org/list/sfm2014
SEMCO,SEMCO 2014,Newport Beach,USA,2014-06-16,2014-06-18,2014,http://portal.confref.org/list/semco2014
SEBD,SEBD 2014,Sorrento Coast,Italy,2014-06-16,2014-06-18,2014,http://portal.confref.org/list/sebd2014
SCDM,SCDM 2014,Johor,Malaysia,2014-06-16,2014-06-16,2014,http://portal.confref.org/list/scdm2014
MOCO,MOCO 2014,Paris,France,2014-06-16,2014-06-17,2014,http://portal.confref.org/list/moco2014
MOBISYS,MOBISYS 2014,Bretton Woods,USA,2014-06-16,2014-06-19,2014,http://portal.confref.org/list/mobisys2014
MED,MED 2014,Palermo,Italy,2014-06-16,2014-06-19,2014,http://portal.confref.org/list/med2014
ISTAR,ISTAR 2014,Thessaloniki,Greece,2014-06-16,2014-06-17,2014,http://portal.confref.org/list/istar2014
ICSOB,ICSOB 2014,Paphos,Cyprus,2014-06-16,2014-06-18,2014,http://portal.confref.org/list/icsob2014
HSI,HSI 2014,Costa da Caparica,Portugal,2014-06-16,2014-06-18,2014,http://portal.confref.org/list/hsi2014
EOMAS,EOMAS 2014,Thessaloniki,Greece,2014-06-16,2014-06-17,2014,http://portal.confref.org/list/eomas2014
CPM,CPM 2014,Moscow,Russia,2014-06-16,2014-06-18,2014,http://portal.confref.org/list/cpm2014
COMPENG,COMPENG 2014,Barcelona,Spain,2014-06-16,2014-06-17,2014,http://portal.confref.org/list/compeng2014
CILC,CILC 2014,Turin,Italy,2014-06-16,2014-06-18,2014,http://portal.confref.org/list/cilc2014
CAISE,CAISE 2014,Thessaloniki,Greece,2014-06-16,2014-06-20,2014,http://portal.confref.org/list/caise2014
BSN,BSN 2014,Zürich,Switzerland,2014-06-16,2014-06-19,2014,http://portal.confref.org/list/bsn2014
ISER,ISER 2014,Marrakech and Essaouira,Morocco,2014-06-15,2014-06-18,2014,http://portal.confref.org/list/iser2014
ISCA,ISCA 2014,Minneapolis,United States of America,2014-06-14,2014-06-18,2014,http://portal.confref.org/list/isca2014
ECC,ECC 2014,Shenzhen,People's Republic of China,2014-06-13,2014-06-15,2014,http://portal.confref.org/list/ecc2014
COLT,COLT 2014,Barcelona,Spain,2014-06-13,2014-06-15,2014,http://portal.confref.org/list/colt2014
TAPP,TAPP 2014,Cologne,Germany,2014-06-12,2014-06-13,2014,http://portal.confref.org/list/tapp2014
SIGRAD,SIGRAD 2014,Göteborg,Sweden,2014-06-12,2014-06-13,2014,http://portal.confref.org/list/sigrad2014
LCTRTS,LCTRTS 2014,Edinburgh,United Kingdom,2014-06-12,2014-06-12,2014,http://portal.confref.org/list/lctrts2014
JFIM,JFIM 2014,Fes,Morocco,2014-06-12,2014-06-12,2014,http://portal.confref.org/list/jfim2014
IWMM,IWMM 2014,Edinburgh,United Kingdom,2014-06-12,2014-06-12,2014,http://portal.confref.org/list/iwmm2014
SWSTE,SWSTE 2014,Ramat Gan,Israel,2014-06-11,2014-06-12,2014,http://portal.confref.org/list/swste2014
MMSEC,MMSEC 2014,Salzburg,Austria,2014-06-11,2014-06-13,2014,http://portal.confref.org/list/mmsec2014
MEMEA,MEMEA 2014,Lisboa,Portugal,2014-06-11,2014-06-12,2014,http://portal.confref.org/list/memea2014
MCSS2,MCSS2 2014,Kraków,Poland,2014-06-11,2014-06-12,2014,http://portal.confref.org/list/mcss22014
MCSS,MCSS 2014,Kraków,Poland,2014-06-11,2014-06-12,2014,http://portal.confref.org/list/mcss-mult2014
IH,IH 2014,Salzburg,Austria,2014-06-11,2014-06-13,2014,http://portal.confref.org/list/ih2014
HM,HM 2014,Hamburg,Germany,2014-06-11,2014-06-13,2014,http://portal.confref.org/list/hm2014
HAIS,HAIS 2014,Salamanca,Spain,2014-06-11,2014-06-13,2014,http://portal.confref.org/list/hais2014
EENERGY,EENERGY 2014,Cambridge,UK,2014-06-11,2014-06-11,2014,http://portal.confref.org/list/eenergy2014
COCO,COCO 2014,Vancouver,Canada,2014-06-11,2014-06-13,2014,http://portal.confref.org/list/coco2014
VLSIC,VLSIC 2014,Honolulu,United States of America,2014-06-10,2014-06-13,2014,http://portal.confref.org/list/vlsic2014
SCOPES,SCOPES 2014,St. Goar,Germany,2014-06-10,2014-06-11,2014,http://portal.confref.org/list/scopes2014
ISORC,ISORC 2014,Reno,USA,2014-06-10,2014-06-12,2014,http://portal.confref.org/list/isorc2014
ICS,ICS 2014,Muenchen,Germany,2014-06-10,2014-06-13,2014,http://portal.confref.org/list/ics2014
ICFCA,ICFCA 2014,Cluj-Napoca,Romania,2014-06-10,2014-06-13,2014,http://portal.confref.org/list/icfca2014
ICCCREA,ICCCREA 2014,Ljubljana,Slovenia,2014-06-10,2014-06-13,2014,http://portal.confref.org/list/icccrea2014
ICC,ICC 2014,Sydney,Australia,2014-06-10,2014-06-14,2014,http://portal.confref.org/list/icc2014
GDN,GDN 2014,Toulouse,France,2014-06-10,2014-06-13,2014,http://portal.confref.org/list/gdn2014
EWGDSS,EWGDSS 2014,Toulouse,Spain,2014-06-10,2014-07-13,2014,http://portal.confref.org/list/ewgdss2014
E2DC,E2DC 2014,Cambridge,UK,2014-06-10,2014-06-10,2014,http://portal.confref.org/list/e2dc2014
ACNS,ACNS 2014,Lausanne,Switzerland,2014-06-10,2014-06-13,2014,http://portal.confref.org/list/acns2014
TSA,TSA 2014,Taichung,Taiwan,2014-06-09,2014-06-10,2014,http://portal.confref.org/list/tsa2014
SYSOSE,SYSOSE 2014,Glenelg,Australia,2014-06-09,2014-06-13,2014,http://portal.confref.org/list/sysose2014
PLDI,PLDI 2014,Edinburgh,United Kingdom,2014-06-09,2014-06-13,2014,http://portal.confref.org/list/pldi2014
IPAW,IPAW 2014,Cologne,Germany,2014-06-09,2014-06-13,2014,http://portal.confref.org/list/ipaw2014
ICTERI,ICTERI 2014,Kherson,Ukraine,2014-06-09,2014-06-12,2014,http://portal.confref.org/list/icteri2014
ECMI,ECMI 2014,Taormina,Italy,2014-06-09,2014-06-13,2014,http://portal.confref.org/list/ecmi2014
ECIS,ECIS 2014,Tel Aviv,Israel,2014-06-09,2014-06-11,2014,http://portal.confref.org/list/ecis2014
CLSW,CLSW 2014,Macao,China,2014-06-09,2014-06-12,2014,http://portal.confref.org/list/clsw2014
SIGECOM,SIGECOM 2014,Stanford,United States of America,2014-06-08,2014-06-12,2014,http://portal.confref.org/list/sigecom2014
IVS,IVS 2014,Dearborn,USA,2014-06-08,2014-06-11,2014,http://portal.confref.org/list/ivs2014
COMPGEOM,COMPGEOM 2014,Kyoto,Japan,2014-06-08,2014-06-08,2014,http://portal.confref.org/list/compgeom2014
BALT,BALT 2014,Tallinn,Estonia,2014-06-08,2014-06-11,2014,http://portal.confref.org/list/balt2014
CSR,CSR 2014,Moscow,Russia,2014-06-07,2014-06-11,2014,http://portal.confref.org/list/csr2014
ITS,ITS 2014,Honolulu,United States of America,2014-06-05,2014-06-09,2014,http://portal.confref.org/list/its2014
GOL,GOL 2014,Rabat,Morocco,2014-06-05,2014-06-07,2014,http://portal.confref.org/list/gol2014
EIT,EIT 2014,Milwaukee,USA,2014-06-05,2014-06-07,2014,http://portal.confref.org/list/eit2014
RE,RE 2014,Karlskrona,Sweden,2014-06-04,2014-08-29,2014,http://portal.confref.org/list/re2014
PRNI,PRNI 2014,Tübingen,Germany,2014-06-04,2014-06-06,2014,http://portal.confref.org/list/prni2014
PAAMS,PAAMS 2014,Salamanca,Spain,2014-06-04,2014-06-06,2014,http://portal.confref.org/list/paams2014
ISAMI,ISAMI 2014,Salamanca,Spain,2014-06-04,2014-06-06,2014,http://portal.confref.org/list/isami2014
ICMB,ICMB 2014,London,United Kingdom,2014-06-04,2014-06-05,2014,http://portal.confref.org/list/icmb2014
FLOPS,FLOPS 2014,Kanazawa,Japan,2014-06-04,2014-06-06,2014,http://portal.confref.org/list/flops2014
DCAI,DCAI 2014,Salamanca,Spain,2014-06-04,2014-06-06,2014,http://portal.confref.org/list/dcai2014
AMW,AMW 2014,Cartagena de Indias,Colombia,2014-06-04,2014-06-06,2014,http://portal.confref.org/list/amw2014
AMCC,AMCC 2014,Portland,United States of America,2014-06-04,2014-06-06,2014,http://portal.confref.org/list/amcc2014
ACISICIS,ACISICIS 2014,Taiyuan,China,2014-06-04,2014-06-06,2014,http://portal.confref.org/list/acisicis2014
PERDIS,PERDIS 2014,Denmark,United States of America,2014-06-03,2014-06-04,2014,http://portal.confref.org/list/perdis2014
KALEIDOSCOPE,KALEIDOSCOPE 2014,Saint-Petersburg,Russia,2014-06-03,2014-06-05,2014,http://portal.confref.org/list/kaleidoscope2014
IWSG,IWSG 2014,Dublin,United States of America,2014-06-03,2014-06-05,2014,http://portal.confref.org/list/iwsg2014
ITQM,ITQM 2014,Moscow,Russia,2014-06-03,2014-06-05,2014,http://portal.confref.org/list/itqm2014
IEAAIE,IEAAIE 2014,Kaohsiung,Taiwan,2014-06-03,2014-06-06,2014,http://portal.confref.org/list/ieaaie2014
ICNNAI,ICNNAI 2014,Brest,Belarus,2014-06-03,2014-06-06,2014,http://portal.confref.org/list/icnnai2014
FORTE,FORTE 2014,Berlin,Germany,2014-06-03,2014-06-05,2014,http://portal.confref.org/list/forte2014
EJC,EJC 2014,Kiel,Germany,2014-06-03,2014-06-06,2014,http://portal.confref.org/list/ejc2014
DISCOTEC,DISCOTEC 2014,Berlin,Germany,2014-06-03,2014-06-05,2014,http://portal.confref.org/list/discotec2014
DAIS,DAIS 2014,Berlin,Germany,2014-06-03,2014-06-05,2014,http://portal.confref.org/list/dais2014
CYCON,CYCON 2014,Tallinn,Estonia,2014-06-03,2014-06-06,2014,http://portal.confref.org/list/cycon2014
COORDINATION,COORDINATION 2014,Berlin,Italy,2014-06-03,2014-06-05,2014,http://portal.confref.org/list/coordination2014
ASIACCS,ASIACCS 2014,Kyoto,Japan,2014-06-03,2014-06-03,2014,http://portal.confref.org/list/asiaccs2014
ZUM,ZUM 2014,Toulouse,France,2014-06-02,2014-06-06,2014,http://portal.confref.org/list/zum2014
WIMS,WIMS 2014,Thessaloniki,Greece,2014-06-02,2014-06-04,2014,http://portal.confref.org/list/wims2014
TDIT,TDIT 2014,Aalborg,Denmark,2014-06-02,2014-06-04,2014,http://portal.confref.org/list/tdit2014
SEIT,SEIT 2014,Hasselt,Belgium,2014-06-02,2014-06-05,2014,http://portal.confref.org/list/seit2014
SEC,SEC 2014,Marrakech,Morocco,2014-06-02,2014-06-04,2014,http://portal.confref.org/list/sec2014
NETWORKING,NETWORKING 2014,Trondheim,Norway,2014-06-02,2014-06-04,2014,http://portal.confref.org/list/networking2014
MSS,MSS 2014,Santa Clara,Cuba,2014-06-02,2014-06-06,2014,http://portal.confref.org/list/mss2014
MEDHOCNET,MEDHOCNET 2014,Piran,Slovenia,2014-06-02,2014-06-04,2014,http://portal.confref.org/list/medhocnet2014
IWPC,IWPC 2014,Hyderabad,India,2014-06-02,2014-06-03,2014,http://portal.confref.org/list/iwpc2014
IFIP8-6,IFIP8-6 2014,Aalborg,Denmark,2014-06-02,2014-06-04,2014,http://portal.confref.org/list/ifip8-62014
ICCABS,ICCABS 2014,Miami,United States of America,2014-06-02,2014-06-04,2014,http://portal.confref.org/list/iccabs2014
EAIS,EAIS 2014,Linz,Austria,2014-06-02,2014-06-04,2014,http://portal.confref.org/list/eais2014
CROWNCOM,CROWNCOM 2014,Oulu,Finland,2014-06-02,2014-06-04,2014,http://portal.confref.org/list/crowncom2014
ABZ,ABZ 2014,Toulouse,France,2014-06-02,2014-06-06,2014,http://portal.confref.org/list/abz2014
A4CLOUD,A4CLOUD 2014,Malaga,Spain,2014-06-02,2014-06-06,2014,http://portal.confref.org/list/a4cloud2014
SLIP,SLIP 2014,San Francisco,United States of America,2014-06-01,2014-06-01,2014,http://portal.confref.org/list/slip2014
ISIE,ISIE 2014,Istanbul,Turkey,2014-06-01,2014-06-04,2014,http://portal.confref.org/list/isie2014
ISCAS,ISCAS 2014,Melbourne,Australia,2014-06-01,2014-06-05,2014,http://portal.confref.org/list/iscas2014
IHTC,IHTC 2014,Montreal,Canada,2014-06-01,2014-06-04,2014,http://portal.confref.org/list/ihtc2014
ICWSM,ICWSM 2014,Ann Arbor,United States of America,2014-06-01,2014-06-04,2014,http://portal.confref.org/list/icwsm2014
ICAISC,ICAISC 2014,Zakopane,Poland,2014-06-01,2014-06-05,2014,http://portal.confref.org/list/icaisc2014
GREENS,GREENS 2014,Hyderabad,India,2014-06-01,2014-06-01,2014,http://portal.confref.org/list/greens2014
DAC,DAC 2014,San Francisco,United States of America,2014-06-01,2014-06-05,2014,http://portal.confref.org/list/dac2014
BLED,BLED 2014,Bled,Slovenia,2014-06-01,2014-06-05,2014,http://portal.confref.org/list/bled2014
BHI,BHI 2014,Valencia,Spain,2014-06-01,2014-06-04,2014,http://portal.confref.org/list/bhi2014
WHICEB,WHICEB 2014,Wuhan,People's Republic of China,2014-05-31,2014-06-01,2014,http://portal.confref.org/list/whiceb2014
STOC,STOC 2014,New York City,United States of America,2014-05-31,2014-06-03,2014,http://portal.confref.org/list/stoc2014
MSR,MSR 2014,Hyderabad,India,2014-05-31,2014-06-01,2014,http://portal.confref.org/list/msr2014
ICRA,ICRA 2014,Hong Kong,People's Republic of China,2014-05-31,2014-06-07,2014,http://portal.confref.org/list/icra2014
SYRCODIS,SYRCODIS 2014,Veliky Novgorod,Russia,2014-05-30,2014-05-30,2014,http://portal.confref.org/list/syrcodis2014
MEDBIOMETRICS,MEDBIOMETRICS 2014,Shenzhen,People's Republic of China,2014-05-30,2014-06-01,2014,http://portal.confref.org/list/medbiometrics2014
W2GIS,W2GIS 2014,Seoul,South Korea,2014-05-29,2014-05-30,2014,http://portal.confref.org/list/w2gis2014
SIGCPR,SIGCPR 2014,Singapore,Singapore,2014-05-29,2014-05-29,2014,http://portal.confref.org/list/sigcpr2014
SCCG,SCCG 2014,Smolenice,Slovakia,2014-05-28,2014-05-30,2014,http://portal.confref.org/list/sccg2014
RCIS,RCIS 2014,Marrakech,Morocco,2014-05-28,2014-05-30,2014,http://portal.confref.org/list/rcis2014
IWCIA,IWCIA 2014,Brno,Czech Republic,2014-05-28,2014-05-30,2014,http://portal.confref.org/list/iwcia2014
ICICDT,ICICDT 2014,Austin,United States of America,2014-05-28,2014-05-30,2014,http://portal.confref.org/list/icicdt2014
AFRICACRYPT,AFRICACRYPT 2014,Marrakesh,Morocco,2014-05-28,2014-05-30,2014,http://portal.confref.org/list/africacrypt2014
PETRA,PETRA 2014,Island of Rhodes,Greece,2014-05-27,2014-05-27,2014,http://portal.confref.org/list/petra2014
ECMS,ECMS 2014,Brescia,Italy,2014-05-27,2014-05-30,2014,http://portal.confref.org/list/ecms2014
COOP,COOP 2014,Nice,France,2014-05-27,2014-05-30,2014,http://portal.confref.org/list/coop2014
CICSYN,CICSYN 2014,Tetova,Macedonia,2014-05-27,2014-05-29,2014,http://portal.confref.org/list/cicsyn2014
CBMS,CBMS 2014,New York City,United States of America,2014-05-27,2014-05-29,2014,http://portal.confref.org/list/cbms2014
BLACKSEECOM,BLACKSEECOM 2014,Odessa,Ukraine,2014-05-27,2014-05-30,2014,http://portal.confref.org/list/blackseecom2014
BDAS,BDAS 2014,Ustron,Poland,2014-05-27,2014-05-30,2014,http://portal.confref.org/list/bdas2014
AVI,AVI 2014,Como,Italy,2014-05-27,2014-05-29,2014,http://portal.confref.org/list/avi2014
AFL,AFL 2014,Szeged,Hungary,2014-05-27,2014-05-29,2014,http://portal.confref.org/list/afl2014
XPU,XPU 2014,Rome,Italy,2014-05-26,2014-05-30,2014,http://portal.confref.org/list/xpu2014
WWIC,WWIC 2014,Paris,France,2014-05-26,2014-05-28,2014,http://portal.confref.org/list/wwic2014
